Row.names,Horodateur,Sexe,Age,Race,Nombre,Logement,Zone,Ext,Obs,Timide,Calme,Effrayé,Intelligent,Vigilant,Perséverant,Affectueux,Amical,Solitaire,Brutal,Dominant,Agressif,Impulsif,Prévisible,Distrait,Abondance,PredOiseau,PredMamm,Plus
1721,2021-03-13 16:18:43 UTC,M,2a10,PER,1,MI,PU,2,3,4,4,3,5,5,5,4,4,3,4,4,4,2,4,2,2,1,1,Mon chat me mord tous les jours 1 à 2 fois par jour plus ou moins affectueusement
1722,2021-03-13 16:23:17 UTC,M,2a10,NR,4,AAB,R,2,3,2,5,1,5,5,3,4,4,2,1,3,1,2,4,3,2,1,1,
1723,2021-03-13 16:31:13 UTC,M,Plusde10,EUR,1,ML,R,2,2,4,4,4,2,4,4,4,2,4,4,4,4,4,3,3,2,1,1,A 15 ans
1724,2021-03-13 16:41:23 UTC,M,2a10,EUR,2,ML,PU,3,1,1,5,1,4,4,3,3,5,2,3,1,1,4,2,4,2,1,2,Il vit également dans un autre foyer qu'il a choisi seul à environs 50m de chez nous
1725,2021-03-13 16:56:05 UTC,F,2a10,EUR,2,ML,U,2,2,3,4,3,5,4,4,5,4,3,3,3,3,2,3,3,2,1,2,
1726,2021-03-13 17:25:42 UTC,F,2a10,NR,2,ML,U,2,2,3,5,3,2,4,5,4,4,4,3,3,3,3,4,4,2,1,2,
1727,2021-03-13 17:52:38 UTC,F,1a2,NSP,1,ML,R,2,2,1,4,4,4,4,5,3,4,2,3,2,1,3,3,3,2,1,2,Elle préfère les petits lézards et les sauterelles
1728,2021-03-13 18:12:53 UTC,M,Moinsde1,EUR,2,ML,R,2,2,4,5,2,4,5,5,5,4,4,1,1,1,1,1,4,2,1,1,
1729,2021-03-13 18:26:13 UTC,F,Plusde10,EUR,1,ASB,R,1,3,3,4,3,4,3,4,4,3,4,1,3,3,4,4,3,2,1,1,Chat made in maison
173,2021-03-13 16:41:17 UTC,M,2a10,EUR,1,ASB,U,0,3,1,1,2,1,1,1,1,4,2,1,4,2,4,4,1,NSP,0,0,
1730,2021-03-13 18:42:03 UTC,F,1a2,EUR,2,ML,U,3,1,1,3,2,4,4,4,3,2,4,1,3,2,3,3,3,2,1,4,
1731,2021-03-13 18:42:50 UTC,M,2a10,NR,2,MI,R,1,2,2,4,4,4,5,4,5,5,1,1,1,3,2,4,4,2,1,0,
1732,2021-03-13 19:27:12 UTC,M,2a10,ORI,1,ML,PU,2,2,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,2,1,1,
1733,2021-03-13 19:30:05 UTC,F,2a10,EUR,3,AAB,R,2,2,1,4,1,5,5,5,5,4,5,3,5,4,5,4,3,2,1,1,
1734,2021-03-13 19:46:01 UTC,F,2a10,EUR,1,ASB,U,2,2,5,4,5,5,5,5,4,4,5,1,5,5,1,5,5,2,1,1,"Elle a très peur des enfants au point de cracher. Concernant les adultes, elle est tout simplement timide avec eux."
1735,2021-03-13 20:07:11 UTC,F,2a10,EUR,1,ML,PU,3,3,5,5,2,3,5,3,4,3,3,3,3,4,3,3,4,2,1,1,
1736,2021-03-13 20:23:01 UTC,M,Plusde10,EUR,1,ML,PU,2,2,3,4,1,4,3,2,3,3,4,4,4,5,4,3,2,2,1,0,
1737,2021-03-13 21:14:01 UTC,F,2a10,EUR,1,ML,R,3,2,3,4,2,4,4,3,4,2,4,1,1,2,1,4,1,2,1,1,
1738,2021-03-13 21:34:06 UTC,M,2a10,PER,1,ML,PU,1,2,1,2,4,5,3,5,5,5,4,4,4,5,5,4,5,2,1,1,"Déteste tous les animaux chez lui, il est territoriale"
1739,2021-03-13 22:05:27 UTC,M,2a10,EUR,2,ML,U,1,2,4,4,3,4,4,5,2,2,4,5,5,5,4,4,3,2,1,1,
174,2021-03-13 17:01:03 UTC,M,2a10,SPH,1,ASB,U,0,3,2,4,1,5,2,2,5,5,1,4,1,1,1,2,4,NSP,0,0,
1740,2021-03-13 22:35:54 UTC,M,2a10,NR,4,ML,U,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,0,
1741,2021-03-13 22:45:44 UTC,M,2a10,Autre,Plusde5,MI,PU,3,3,4,2,1,4,3,4,4,1,1,1,1,1,1,1,1,2,1,2,
1742,2021-03-13 23:02:11 UTC,F,2a10,ORI,1,AAB,U,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,2,1,0,
1743,2021-03-13 23:02:28 UTC,M,Moinsde1,PER,Plusde5,AAB,U,3,2,1,1,1,1,1,1,1,5,4,1,3,1,3,4,3,2,1,1,
1744,2021-03-14 01:47:41 UTC,M,2a10,NR,2,ML,U,2,3,3,4,1,5,5,3,5,3,1,1,4,1,2,4,4,2,1,1,
1745,2021-03-14 07:39:28 UTC,F,2a10,EUR,2,ML,R,2,2,5,5,5,3,4,4,4,2,5,1,3,1,3,3,2,2,1,1,
1746,2021-03-14 08:28:39 UTC,M,2a10,EUR,1,ML,R,2,2,4,4,4,5,5,5,4,4,4,1,1,3,3,1,2,2,1,2,
1747,2021-03-14 10:07:45 UTC,F,Plusde10,NR,1,MI,U,2,2,4,5,2,5,5,4,3,2,5,1,3,5,2,4,3,2,1,1,
1748,2021-03-14 10:40:09 UTC,M,2a10,EUR,2,ML,PU,0,2,1,4,4,5,5,5,5,5,1,3,2,3,1,5,1,2,1,1,Mes chats sortent que dans le jardin et ne vont pas en dehors .
1749,2021-03-14 10:49:57 UTC,F,Plusde10,MCO,1,ML,R,2,2,4,4,2,4,4,4,4,2,2,2,4,4,2,3,4,2,1,0,
175,2021-03-13 17:03:04 UTC,F,2a10,CHA,1,ASB,U,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,NSP,0,0,
1750,2021-03-14 10:51:46 UTC,M,2a10,PER,1,AAB,U,2,2,5,5,3,5,5,4,4,4,4,1,1,3,1,5,4,2,1,0,
1751,2021-03-14 13:05:01 UTC,F,Plusde10,NR,2,AAB,U,1,2,3,3,2,4,4,4,4,3,3,1,1,2,1,4,3,2,1,1,
1752,2021-03-14 13:56:38 UTC,F,2a10,EUR,Plusde5,ML,U,1,2,2,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,1,3,
1753,2021-03-14 14:08:42 UTC,F,2a10,NR,1,MI,R,2,2,5,5,5,4,4,4,3,4,4,1,1,1,1,1,1,2,1,1,peureux
1754,2021-03-14 14:33:27 UTC,F,2a10,EUR,Plusde5,MI,PU,3,2,1,4,2,4,4,4,5,5,2,1,3,2,2,4,2,2,1,1,"Très câline, sait se faire comprendre et comprend le langage de certains gestes"
1755,2021-03-14 17:15:17 UTC,M,2a10,SBI,1,AAB,U,1,2,2,5,4,4,4,3,4,2,3,1,1,3,1,5,5,2,1,0,
1756,2021-03-14 17:40:21 UTC,M,2a10,CHA,2,MI,U,1,2,1,4,4,4,4,4,5,5,2,1,2,2,1,4,1,2,1,0,
1757,2021-03-14 17:44:50 UTC,M,2a10,EUR,1,AAB,U,2,3,1,4,2,5,5,4,5,5,2,2,3,2,2,4,3,2,1,1,
1758,2021-03-14 17:56:28 UTC,F,1a2,NR,1,AAB,U,2,2,1,5,3,5,5,5,5,4,4,1,1,3,1,1,5,2,1,0,
1759,2021-03-14 20:51:05 UTC,M,2a10,NR,3,MI,R,2,2,4,4,1,4,5,3,5,3,3,1,1,2,1,4,4,2,1,1,
176,2021-03-13 17:09:21 UTC,F,2a10,Autre,2,AAB,R,0,3,2,2,1,4,4,4,5,4,2,1,3,1,2,3,2,NSP,0,0,
1760,2021-03-15 09:32:52 UTC,M,Plusde10,TUV,2,AAB,PU,1,3,2,4,2,4,4,4,5,4,1,1,2,2,2,4,2,2,1,0,C est un chat qui a le caractère d un chien
1761,2021-03-15 18:43:43 UTC,M,2a10,EUR,1,AAB,R,3,2,2,3,3,4,3,5,4,4,4,2,3,3,5,4,4,2,1,0,
1762,2021-04-10 18:08:55 UTC,M,Plusde10,NR,2,AAB,U,2,2,1,4,1,4,2,3,4,4,4,3,5,5,1,5,1,2,1,1,
1763,2021-02-09 19:20:05 UTC,M,2a10,NSP,1,ML,R,4,1,2,5,2,3,4,4,4,4,4,1,1,2,1,3,4,2,1,1,
1764,2021-02-10 12:33:23 UTC,F,1a2,NR,2,AAB,PU,1,2,3,4,2,4,3,4,4,3,3,2,2,3,3,3,3,2,1,1,
1765,2021-02-10 13:30:32 UTC,M,2a10,RAG,1,ML,R,2,2,2,4,2,4,3,4,3,4,4,2,3,2,3,4,2,2,1,3,
1766,2021-02-10 16:16:56 UTC,F,Moinsde1,RAG,1,ML,PU,1,2,1,4,2,5,2,5,4,5,1,2,2,1,4,4,4,2,1,0,
1767,2021-02-10 18:09:46 UTC,F,2a10,NSP,1,ML,PU,2,2,1,3,2,4,2,3,4,5,4,1,2,3,4,1,4,2,1,1,
1768,2021-02-11 21:31:08 UTC,F,2a10,NR,2,ML,U,2,2,4,4,4,4,2,4,4,2,4,2,4,3,2,4,3,2,1,0,
1769,2021-02-11 18:08:32 UTC,F,2a10,SBI,4,ML,R,1,3,1,4,2,5,5,5,5,4,2,1,1,1,1,3,2,2,0,0,
177,2021-03-13 17:31:21 UTC,M,2a10,EUR,5,ASB,R,0,3,1,1,1,3,3,3,3,3,1,2,1,2,2,1,2,NSP,0,0,
1770,2021-02-11 18:16:00 UTC,M,1a2,SBI,2,MI,PU,0,2,2,4,2,4,4,4,4,4,1,2,2,2,2,3,4,2,0,0,
1771,2021-02-11 19:19:17 UTC,F,Moinsde1,SBI,1,AAB,U,0,2,1,4,3,5,5,5,5,5,3,1,3,3,2,4,3,2,0,0,
1772,2021-02-11 19:21:08 UTC,M,Moinsde1,EUR,1,ML,U,0,1,4,3,3,4,5,5,4,2,2,2,3,3,4,4,4,2,0,0,
1773,2021-02-11 20:40:19 UTC,M,2a10,SBI,2,MI,PU,1,2,4,5,2,5,5,5,5,3,2,1,1,1,1,3,2,2,0,1,
1774,2021-02-11 21:06:41 UTC,F,1a2,SBI,3,AAB,PU,2,2,2,2,2,5,5,5,2,3,2,4,3,2,4,4,1,2,0,0,
1775,2021-02-11 21:18:21 UTC,M,2a10,EUR,3,ASB,PU,0,3,1,5,2,4,4,4,5,5,3,2,3,2,1,5,5,2,0,0,Mes chats sont tous positifs Fiv ils ne sortent donc 0 et n
1776,2021-02-11 21:19:10 UTC,M,Moinsde1,SBI,1,ML,PU,0,2,1,4,3,4,4,4,4,5,1,1,1,1,1,4,4,2,0,0,
1777,2021-02-11 21:22:25 UTC,M,Moinsde1,SBI,2,ML,PU,0,2,2,3,2,5,2,5,4,5,1,2,1,1,1,5,4,2,0,0,
1778,2021-02-11 21:22:48 UTC,M,Plusde10,SBI,Plusde5,ML,R,0,3,4,4,4,4,4,1,4,3,4,1,1,1,1,4,1,2,0,0,
1779,2021-02-11 21:24:34 UTC,M,1a2,NR,2,ML,PU,1,2,4,3,2,5,5,4,4,3,2,3,4,2,3,4,5,2,0,0,
178,2021-03-13 17:34:51 UTC,F,1a2,EUR,2,ASB,U,0,2,1,3,2,5,4,4,5,5,1,1,2,2,3,3,3,NSP,0,0,
1780,2021-02-11 21:26:20 UTC,F,2a10,SBI,1,AAB,U,1,2,2,4,3,5,4,4,5,4,2,1,3,2,2,4,4,2,0,0,Chasse les insectes
1781,2021-02-11 21:32:02 UTC,F,Moinsde1,EUR,2,AAB,U,2,3,1,4,3,5,4,4,5,4,1,1,1,3,1,5,1,2,0,0,
1782,2021-02-11 21:34:54 UTC,M,Moinsde1,NR,1,ASB,U,0,2,1,2,1,4,5,5,4,4,1,3,2,2,3,3,4,2,0,0,
1783,2021-02-11 22:21:44 UTC,F,Moinsde1,SBI,1,ASB,U,0,2,3,4,3,5,5,5,5,3,3,2,3,3,2,2,3,2,0,0,
1784,2021-02-12 00:37:03 UTC,F,Moinsde1,SBI,2,MI,R,0,3,4,4,4,5,5,5,5,5,1,1,1,1,3,5,5,2,0,0,
1785,2021-02-12 05:55:47 UTC,F,2a10,SBI,1,ML,U,1,3,3,4,3,5,4,4,5,4,1,1,1,1,1,5,5,2,0,0,
1786,2021-02-12 07:20:47 UTC,M,1a2,PER,3,ML,U,0,2,1,2,1,5,5,2,4,5,1,2,1,1,5,1,4,2,0,0,
1787,2021-02-12 07:22:39 UTC,F,2a10,SBI,3,ML,U,1,2,1,5,1,5,4,4,4,4,1,3,1,1,1,4,1,2,0,0,
1788,2021-02-12 07:24:27 UTC,M,2a10,PER,3,ML,U,2,2,5,4,5,2,4,2,4,2,2,2,3,3,2,1,3,2,0,0,
1789,2021-02-12 08:45:43 UTC,M,Moinsde1,SBI,3,MI,R,1,3,1,5,1,4,4,3,5,5,1,1,1,1,1,3,1,2,0,0,Extérieur sécurisé clos
179,2021-03-13 17:38:39 UTC,F,1a2,PER,1,ASB,U,0,3,3,2,5,5,4,2,4,2,3,1,1,4,1,4,4,NSP,0,0,Elle a un grand intérêt pour les insectes
1790,2021-02-12 08:47:02 UTC,F,Moinsde1,SBI,3,MI,R,1,3,1,5,1,3,3,3,4,4,5,1,1,1,2,3,3,2,0,0,
1791,2021-02-12 09:18:32 UTC,F,Moinsde1,NR,3,ML,R,0,3,2,2,1,3,3,3,3,3,2,3,3,2,2,3,3,2,0,0,
1792,2021-02-12 09:27:20 UTC,M,1a2,EUR,3,ML,R,0,3,2,5,1,5,5,4,5,5,1,1,1,1,1,3,1,2,0,0,
1793,2021-02-12 11:13:56 UTC,F,1a2,EUR,1,MI,R,1,1,1,1,3,4,4,4,4,5,4,4,4,3,4,3,3,2,0,0,
1794,2021-02-12 11:59:00 UTC,M,Plusde10,EUR,3,ML,R,2,2,2,4,3,3,4,4,5,5,1,3,3,2,3,4,4,2,0,0,chat qui a vécu en appartement durant 13 ans avant d'être en maison individuelle avec jardin
1795,2021-02-12 15:20:02 UTC,M,Moinsde1,EUR,1,ML,U,2,2,2,4,1,3,3,4,5,2,2,2,3,2,2,3,4,2,0,0,
1796,2021-02-12 18:44:04 UTC,F,Moinsde1,EUR,1,ML,U,0,2,1,3,3,5,4,4,5,5,1,1,1,3,3,3,3,2,0,0,"Âgée de 6 mois, pas encore sortie en extérieur. Co habite avec une chienne malinois, sont très complices, très joueuses"
1797,2021-02-12 21:55:33 UTC,M,Moinsde1,SBI,1,ML,PU,0,2,2,4,2,4,4,4,5,5,2,1,2,2,2,3,3,2,0,0,"C'est encore un bébé,  donc il n'a pas été dehors, très joueur et câlin,  vrai caractère SBI,  très parleur"
1798,2021-02-13 03:29:04 UTC,M,2a10,NR,2,AAB,U,0,2,3,5,4,5,4,2,4,3,4,1,1,3,2,4,2,2,0,0,
1799,2021-02-13 11:45:19 UTC,M,2a10,NR,1,ML,U,2,2,3,5,4,2,3,4,5,4,2,1,3,3,2,4,4,2,0,0,
18,2021-02-14 00:32:01 UTC,F,Plusde10,EUR,2,ASB,U,0,1,1,4,2,4,3,4,5,3,2,1,4,2,3,4,3,NSP,0,0,
180,2021-03-13 17:48:39 UTC,M,Moinsde1,TUV,1,AAB,U,0,2,2,1,3,5,5,5,4,4,3,4,4,3,4,3,3,NSP,0,0,"C'est un chat qui ne sort pas mais il est vachement joueur, je compte pas le nombre de souris, poisson boule qu'il a est qu'il démonte.
Il a même une truite en peluche qu'il m'a éventré ??"
1800,2021-02-13 12:32:05 UTC,M,2a10,Autre,2,AAB,R,0,3,2,2,2,4,4,4,4,4,2,1,1,1,1,1,1,2,0,0,
1801,2021-02-13 12:50:05 UTC,M,2a10,Autre,3,AAB,U,1,3,2,4,4,5,5,5,5,2,1,1,2,3,5,1,5,2,0,0,
1802,2021-02-13 15:06:41 UTC,M,2a10,SBI,2,ML,PU,1,2,2,5,3,5,4,5,5,5,1,1,2,2,2,4,4,2,0,1,
1803,2021-02-13 19:27:37 UTC,M,2a10,SAV,1,AAB,U,0,3,3,4,4,5,5,4,5,3,3,2,2,3,2,4,3,2,0,0,
1804,2021-02-13 22:55:29 UTC,M,2a10,EUR,2,ML,U,2,3,3,4,2,4,4,4,4,3,4,1,3,3,3,4,3,2,0,0,
1805,2021-02-14 00:47:58 UTC,F,Plusde10,EUR,2,ML,R,1,2,2,5,1,5,4,4,5,5,2,1,1,1,1,1,1,2,0,0,
1806,2021-02-14 09:02:38 UTC,F,2a10,Autre,1,AAB,U,2,2,2,2,3,5,4,4,5,4,2,1,3,3,2,4,4,2,0,0,"C’est une chatte Burmese, elle a accès à 2 grandes terrasses qui sont protégées par des filets , elle peut observer mais pas s’échapper."
1807,2021-02-14 09:09:30 UTC,M,2a10,EUR,Plusde5,ML,PU,3,2,3,2,1,4,4,4,4,2,2,2,4,3,2,3,4,2,0,0,
1808,2021-02-14 10:21:27 UTC,M,Plusde10,NR,4,ASB,PU,0,2,1,5,1,5,5,5,5,5,2,2,1,5,1,5,5,2,0,0,
1809,2021-02-14 13:02:30 UTC,M,Plusde10,EUR,1,AAB,U,1,2,3,4,2,4,4,4,4,4,4,2,4,1,3,4,4,2,0,0,
181,2021-03-13 17:53:25 UTC,F,1a2,MCO,1,ASB,PU,0,3,1,5,3,4,4,4,5,5,2,2,3,3,2,2,4,NSP,0,0,
1810,2021-02-14 19:36:25 UTC,M,2a10,BEN,Plusde5,ML,PU,0,2,1,1,1,5,4,5,5,4,3,1,5,4,3,5,1,2,0,0,
1811,2021-02-15 15:57:30 UTC,F,1a2,BEN,4,MI,R,0,3,1,1,2,5,5,4,5,3,1,3,4,3,3,3,1,2,0,0,
1812,2021-02-15 16:11:37 UTC,F,2a10,SBI,1,ML,PU,0,3,4,3,5,5,5,5,5,3,4,1,3,4,4,5,3,2,0,1,
1813,2021-02-15 16:12:54 UTC,M,Moinsde1,SBI,1,MI,R,0,2,1,4,3,5,4,4,5,5,1,1,1,3,2,3,4,2,0,0,
1814,2021-02-15 16:30:03 UTC,M,1a2,SBI,1,AAB,U,0,2,1,4,3,4,4,4,4,4,1,1,2,3,2,1,2,2,0,0,
1815,2021-02-15 17:00:22 UTC,F,Moinsde1,SBI,2,MI,R,0,2,4,5,3,5,3,5,5,4,2,1,3,1,2,4,4,2,0,0,
1816,2021-02-15 18:39:03 UTC,F,Moinsde1,SBI,1,MI,PU,0,1,5,4,4,5,5,3,5,4,4,1,1,1,1,4,3,2,0,0,
1817,2021-02-15 18:39:16 UTC,F,Moinsde1,SBI,4,MI,U,0,2,1,5,3,5,5,5,5,4,2,1,1,1,1,1,1,2,0,0,
1818,2021-02-15 18:40:08 UTC,F,Moinsde1,SBI,2,ML,R,0,2,1,4,3,3,1,3,5,4,1,2,2,1,3,3,3,2,0,0,
1819,2021-02-15 18:55:40 UTC,M,Moinsde1,SBI,1,ML,R,3,2,1,2,2,3,2,4,4,4,3,2,2,2,3,3,3,2,0,0,
182,2021-03-13 18:03:09 UTC,F,2a10,RAG,3,AAB,PU,0,3,1,4,1,5,2,3,5,5,2,1,1,1,1,5,4,NSP,0,0,
1820,2021-02-15 19:05:41 UTC,F,2a10,SBI,1,MI,PU,0,3,4,5,3,5,3,5,5,2,1,1,3,3,1,5,3,2,0,0,"Chat très possessif avec son maître, sociable avec notre chiant et dominant envers lui. Chat très expressif, c’est une race qui aime qu’on lui parle"
1821,2021-02-15 19:21:58 UTC,M,2a10,BEN,3,AAB,U,1,2,1,2,1,4,3,3,2,4,1,2,2,1,2,4,4,2,0,0,
1822,2021-02-15 19:26:22 UTC,F,Moinsde1,SBI,1,ASB,U,0,2,4,5,2,4,5,5,5,5,2,1,3,1,3,5,5,2,0,0,"Elle n'est Pas encore sortie librement, son sens de la prédation n'a Pas encore été mis à l'épreuve !"
1823,2021-02-15 19:39:53 UTC,F,1a2,SBI,2,AAB,PU,0,2,1,4,1,4,3,3,4,4,2,1,1,1,1,3,2,2,0,0,
1824,2021-02-15 19:44:25 UTC,F,2a10,SBI,1,MI,PU,2,3,5,5,2,5,5,5,5,1,1,1,4,3,4,4,4,2,0,0,
1825,2021-02-15 19:48:52 UTC,F,1a2,SBI,1,AAB,U,1,3,1,4,2,3,2,2,5,5,1,1,1,1,1,4,3,2,0,0,
1826,2021-02-15 19:59:55 UTC,F,2a10,SBI,2,AAB,U,2,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,
1827,2021-02-15 21:22:09 UTC,F,2a10,SBI,2,ML,U,0,3,2,3,1,5,5,4,5,4,2,2,4,2,2,3,2,2,0,0,Elle peut sortir en harnais au jardin aux beaux jours lorsque j y suis ...1 à 3 h 5 mètres de longe
1828,2021-02-15 21:45:27 UTC,M,Plusde10,NR,2,MI,U,3,2,2,5,1,3,2,4,4,2,4,1,2,3,1,5,1,2,0,3,
1829,2021-02-15 22:23:07 UTC,F,2a10,RAG,5,ML,R,0,3,2,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,0,0,
183,2021-03-13 18:09:34 UTC,M,Moinsde1,RAG,1,ASB,U,0,2,1,3,3,4,2,5,5,5,1,1,3,3,4,4,4,NSP,0,0,
1830,2021-02-15 23:09:41 UTC,F,2a10,SBI,2,AAB,U,1,2,4,4,2,4,3,3,4,2,3,1,1,1,1,1,3,2,0,0,
1831,2021-02-16 08:21:26 UTC,F,1a2,PER,1,MI,U,0,2,2,5,1,4,4,3,5,4,4,1,1,1,1,3,4,2,0,0,elle ne sort pas
1832,2021-02-16 08:31:37 UTC,M,1a2,PER,Plusde5,MI,R,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,0,1,"0 chat n'est le même j'ai 10 chats tout race confondu, certains sorte d'autre non"
1833,2021-02-16 08:40:51 UTC,F,Moinsde1,EUR,2,ML,U,1,2,1,1,2,5,2,4,4,5,3,1,3,2,3,2,5,2,0,0,
1834,2021-02-16 08:43:07 UTC,M,1a2,PER,2,ML,U,1,2,4,4,3,4,5,3,5,3,2,1,4,5,3,3,2,2,0,0,
1835,2021-02-16 08:55:51 UTC,M,Moinsde1,PER,1,MI,R,0,3,1,4,3,4,3,3,5,3,2,2,2,3,4,4,4,2,0,0,
1836,2021-02-16 09:37:45 UTC,F,2a10,PER,1,ML,U,0,3,5,5,1,5,5,5,5,4,5,1,1,4,1,1,5,2,0,0,
1837,2021-02-16 09:44:44 UTC,M,Moinsde1,MCO,4,AAB,PU,0,3,2,3,2,4,4,4,5,5,1,3,2,3,4,4,5,2,0,0,
1838,2021-02-16 09:49:09 UTC,F,Plusde10,PER,1,AAB,U,1,2,3,4,3,5,5,5,5,5,3,1,2,3,3,4,3,2,0,0,
1839,2021-02-16 09:56:15 UTC,M,2a10,PER,1,MI,PU,0,2,2,4,2,5,4,5,5,5,2,2,2,1,1,5,5,2,0,0,
184,2021-03-13 18:22:21 UTC,M,Plusde10,EUR,1,ASB,U,0,3,1,4,2,4,4,3,5,5,3,2,3,2,4,3,2,NSP,0,0,
1840,2021-02-16 10:06:01 UTC,F,2a10,BRI,Plusde5,MI,PU,2,2,2,5,3,4,4,2,4,5,2,1,1,1,1,4,4,2,0,1,Elle sort en jardin clos
1841,2021-02-16 10:44:24 UTC,M,2a10,SBI,2,ML,PU,0,2,1,2,2,3,3,5,4,5,1,3,2,2,3,4,2,2,0,0,joue avec les mouches
1842,2021-02-16 10:48:32 UTC,M,1a2,BRI,2,ML,PU,0,2,4,4,3,4,4,4,4,2,3,2,2,2,2,3,2,2,0,0,Il chasse les mouches et les moucherons
1843,2021-02-16 11:11:51 UTC,M,1a2,PER,2,ML,U,0,2,2,5,2,4,2,3,4,5,2,1,2,1,3,4,4,2,0,0,
1844,2021-02-16 13:38:33 UTC,F,2a10,SBI,3,MI,R,0,3,4,5,4,3,4,3,5,4,3,1,2,4,4,5,2,2,0,0,
1845,2021-02-16 17:14:44 UTC,M,2a10,MCO,1,ML,U,0,3,4,4,3,4,4,4,3,2,1,2,2,3,3,2,3,2,0,0,
1846,2021-02-16 18:11:41 UTC,F,1a2,BEN,2,ML,R,0,2,4,2,4,2,2,2,2,2,4,2,2,4,4,2,5,2,0,0,
1847,2021-02-16 18:23:11 UTC,F,Moinsde1,MCO,1,MI,R,0,2,1,1,3,3,1,3,3,2,1,3,2,2,3,2,3,2,0,0,
1848,2021-02-16 19:27:04 UTC,F,1a2,EUR,1,ASB,U,0,2,2,4,3,4,4,4,3,4,4,3,3,3,3,3,4,2,0,0,
1849,2021-02-16 20:27:27 UTC,F,2a10,BEN,1,ML,PU,1,2,4,1,5,5,5,3,3,3,4,4,1,5,4,2,5,2,0,0,
185,2021-03-13 18:28:46 UTC,F,Plusde10,NR,4,ML,U,0,2,1,2,3,5,4,4,5,4,3,1,1,1,1,1,1,NSP,0,0,
1850,2021-02-16 22:13:57 UTC,M,2a10,PER,2,MI,R,2,2,4,4,1,5,5,5,2,2,2,1,4,2,2,3,3,2,0,0,
1851,2021-02-16 22:19:25 UTC,F,Moinsde1,PER,1,ML,R,0,2,3,2,4,5,5,4,5,4,3,1,1,4,2,2,4,2,0,0,
1852,2021-02-16 22:24:25 UTC,F,Moinsde1,BEN,1,AAB,U,0,2,2,3,3,5,4,5,5,4,4,1,5,3,4,5,1,2,0,0,
1853,2021-02-16 22:53:34 UTC,M,1a2,BEN,1,ASB,U,1,2,1,2,1,5,2,5,5,4,1,4,4,2,4,4,5,2,0,0,
1854,2021-02-16 23:38:04 UTC,F,Moinsde1,BEN,2,ML,U,1,2,1,1,1,2,2,4,4,4,1,3,1,1,2,4,4,2,0,0,
1855,2021-02-17 08:14:30 UTC,F,Moinsde1,BEN,1,ASB,U,0,2,1,3,3,5,4,5,5,5,2,3,3,3,3,3,4,2,0,0,
1856,2021-02-17 09:36:47 UTC,M,2a10,BEN,1,AAB,U,0,2,2,5,2,5,5,5,5,5,4,1,1,2,5,5,4,2,0,0,
1857,2021-02-17 11:43:39 UTC,F,2a10,ORI,4,ML,R,0,2,2,2,1,3,4,3,5,1,3,1,3,1,1,4,4,2,0,0,
1858,2021-02-17 11:45:44 UTC,F,Moinsde1,BEN,1,MI,R,1,3,1,2,1,5,3,5,5,5,1,3,1,1,1,4,5,2,0,0,Voleuse
1859,2021-02-17 15:30:13 UTC,M,Moinsde1,BEN,1,ML,U,0,3,2,1,2,5,2,5,4,5,1,4,3,3,5,1,3,2,0,0,
186,2021-03-13 18:40:23 UTC,F,Moinsde1,BEN,2,ASB,R,0,3,2,4,1,4,4,3,4,4,1,1,1,1,1,1,1,NSP,0,0,Chasse les mouches
1860,2021-02-17 17:38:46 UTC,F,Moinsde1,MCO,1,MI,R,0,3,1,5,5,5,5,5,5,2,3,1,1,3,3,5,3,2,0,0,ne supporte pas d'etre seule...
1861,2021-02-17 18:35:50 UTC,F,Plusde10,TUV,1,AAB,U,2,3,3,3,4,5,5,5,4,4,3,2,3,3,4,2,4,2,0,1,
1862,2021-02-17 20:04:39 UTC,M,1a2,MCO,2,MI,R,2,2,1,1,4,5,4,5,5,4,1,4,4,2,3,2,4,2,0,0,
1863,2021-02-17 20:45:37 UTC,M,2a10,MCO,4,MI,R,2,3,3,4,1,5,5,5,5,1,1,1,1,1,1,5,1,2,0,0,Mon chat sort en jardin sécurisé et délimité
1864,2021-02-17 20:54:21 UTC,F,2a10,MCO,Plusde5,ML,PU,2,2,2,4,2,4,4,4,5,5,1,1,2,1,2,4,2,2,0,0,
1865,2021-02-17 20:59:01 UTC,F,Moinsde1,MCO,Plusde5,AAB,U,0,3,1,2,1,5,3,4,5,5,1,1,1,1,1,3,1,2,0,0,
1866,2021-02-17 21:03:42 UTC,M,2a10,MCO,2,ML,PU,2,2,3,2,2,4,2,2,4,4,2,3,4,2,4,2,4,2,0,0,
1867,2021-02-17 21:56:29 UTC,M,2a10,EUR,3,MI,PU,0,3,1,3,1,5,5,5,5,4,2,1,4,1,2,2,1,2,0,0,
